Type,Row Labels,Species,Scientific Name,Family,Order,Habitat,Feeding,Plastic color,Color_no,Plastic type,Plastic_no
Trawl,14,NA,NA,NA,NA,NA,NA,White,0,Fishing,0
Trawl,14,NA,NA,NA,NA,NA,NA,White,0,Soft Plastic,2
Trawl,14,NA,NA,NA,NA,NA,NA,White,0,Balloon,0
Trawl,14,NA,NA,NA,NA,NA,NA,White,0,Hard Plastic,0
Trawl,14,NA,NA,NA,NA,NA,NA,White,0,Other,6
Trawl,14,NA,NA,NA,NA,NA,NA,Black,8,Fishing,0
Trawl,14,NA,NA,NA,NA,NA,NA,Black,8,Soft Plastic,2
Trawl,14,NA,NA,NA,NA,NA,NA,Black,8,Balloon,0
Trawl,14,NA,NA,NA,NA,NA,NA,Black,8,Hard Plastic,0
Trawl,14,NA,NA,NA,NA,NA,NA,Black,8,Other,6
Trawl,14,NA,NA,NA,NA,NA,NA,Orange,0,Fishing,0
Trawl,14,NA,NA,NA,NA,NA,NA,Orange,0,Soft Plastic,2
Trawl,14,NA,NA,NA,NA,NA,NA,Orange,0,Balloon,0
Trawl,14,NA,NA,NA,NA,NA,NA,Orange,0,Hard Plastic,0
Trawl,14,NA,NA,NA,NA,NA,NA,Orange,0,Other,6
Trawl,14,NA,NA,NA,NA,NA,NA,Grey,0,Fishing,0
Trawl,14,NA,NA,NA,NA,NA,NA,Grey,0,Soft Plastic,2
Trawl,14,NA,NA,NA,NA,NA,NA,Grey,0,Balloon,0
Trawl,14,NA,NA,NA,NA,NA,NA,Grey,0,Hard Plastic,0
Trawl,14,NA,NA,NA,NA,NA,NA,Grey,0,Other,6
Trawl,14,NA,NA,NA,NA,NA,NA,Clear,0,Fishing,0
Trawl,14,NA,NA,NA,NA,NA,NA,Clear,0,Soft Plastic,2
Trawl,14,NA,NA,NA,NA,NA,NA,Clear,0,Balloon,0
Trawl,14,NA,NA,NA,NA,NA,NA,Clear,0,Hard Plastic,0
Trawl,14,NA,NA,NA,NA,NA,NA,Clear,0,Other,6
Trawl,14,NA,NA,NA,NA,NA,NA,Brown,0,Fishing,0
Trawl,14,NA,NA,NA,NA,NA,NA,Brown,0,Soft Plastic,2
Trawl,14,NA,NA,NA,NA,NA,NA,Brown,0,Balloon,0
Trawl,14,NA,NA,NA,NA,NA,NA,Brown,0,Hard Plastic,0
Trawl,14,NA,NA,NA,NA,NA,NA,Brown,0,Other,6
Trawl,14,NA,NA,NA,NA,NA,NA,Green,0,Fishing,0
Trawl,14,NA,NA,NA,NA,NA,NA,Green,0,Soft Plastic,2
Trawl,14,NA,NA,NA,NA,NA,NA,Green,0,Balloon,0
Trawl,14,NA,NA,NA,NA,NA,NA,Green,0,Hard Plastic,0
Trawl,14,NA,NA,NA,NA,NA,NA,Green,0,Other,6
Trawl,14,NA,NA,NA,NA,NA,NA,Blue,0,Fishing,0
Trawl,14,NA,NA,NA,NA,NA,NA,Blue,0,Soft Plastic,2
Trawl,14,NA,NA,NA,NA,NA,NA,Blue,0,Balloon,0
Trawl,14,NA,NA,NA,NA,NA,NA,Blue,0,Hard Plastic,0
Trawl,14,NA,NA,NA,NA,NA,NA,Blue,0,Other,6
Trawl,14,NA,NA,NA,NA,NA,NA,Yellow,0,Fishing,0
Trawl,14,NA,NA,NA,NA,NA,NA,Yellow,0,Soft Plastic,2
Trawl,14,NA,NA,NA,NA,NA,NA,Yellow,0,Balloon,0
Trawl,14,NA,NA,NA,NA,NA,NA,Yellow,0,Hard Plastic,0
Trawl,14,NA,NA,NA,NA,NA,NA,Yellow,0,Other,6
Trawl,14,NA,NA,NA,NA,NA,NA,Red,0,Fishing,0
Trawl,14,NA,NA,NA,NA,NA,NA,Red,0,Soft Plastic,2
Trawl,14,NA,NA,NA,NA,NA,NA,Red,0,Balloon,0
Trawl,14,NA,NA,NA,NA,NA,NA,Red,0,Hard Plastic,0
Trawl,14,NA,NA,NA,NA,NA,NA,Red,0,Other,6
Trawl,15,NA,NA,NA,NA,NA,NA,White,2,Other,2
Trawl,15,NA,NA,NA,NA,NA,NA,White,2,Hard Plastic,0
Trawl,15,NA,NA,NA,NA,NA,NA,White,2,Fishing,0
Trawl,15,NA,NA,NA,NA,NA,NA,White,2,Balloon,0
Trawl,15,NA,NA,NA,NA,NA,NA,White,2,Soft Plastic,0
Trawl,15,NA,NA,NA,NA,NA,NA,Orange,0,Other,2
Trawl,15,NA,NA,NA,NA,NA,NA,Orange,0,Hard Plastic,0
Trawl,15,NA,NA,NA,NA,NA,NA,Orange,0,Fishing,0
Trawl,15,NA,NA,NA,NA,NA,NA,Orange,0,Balloon,0
Trawl,15,NA,NA,NA,NA,NA,NA,Orange,0,Soft Plastic,0
Trawl,15,NA,NA,NA,NA,NA,NA,Grey,0,Other,2
Trawl,15,NA,NA,NA,NA,NA,NA,Grey,0,Hard Plastic,0
Trawl,15,NA,NA,NA,NA,NA,NA,Grey,0,Fishing,0
Trawl,15,NA,NA,NA,NA,NA,NA,Grey,0,Balloon,0
Trawl,15,NA,NA,NA,NA,NA,NA,Grey,0,Soft Plastic,0
Trawl,15,NA,NA,NA,NA,NA,NA,Clear,0,Other,2
Trawl,15,NA,NA,NA,NA,NA,NA,Clear,0,Hard Plastic,0
Trawl,15,NA,NA,NA,NA,NA,NA,Clear,0,Fishing,0
Trawl,15,NA,NA,NA,NA,NA,NA,Clear,0,Balloon,0
Trawl,15,NA,NA,NA,NA,NA,NA,Clear,0,Soft Plastic,0
Trawl,15,NA,NA,NA,NA,NA,NA,Brown,0,Other,2
Trawl,15,NA,NA,NA,NA,NA,NA,Brown,0,Hard Plastic,0
Trawl,15,NA,NA,NA,NA,NA,NA,Brown,0,Fishing,0
Trawl,15,NA,NA,NA,NA,NA,NA,Brown,0,Balloon,0
Trawl,15,NA,NA,NA,NA,NA,NA,Brown,0,Soft Plastic,0
Trawl,15,NA,NA,NA,NA,NA,NA,Black,0,Other,2
Trawl,15,NA,NA,NA,NA,NA,NA,Black,0,Hard Plastic,0
Trawl,15,NA,NA,NA,NA,NA,NA,Black,0,Fishing,0
Trawl,15,NA,NA,NA,NA,NA,NA,Black,0,Balloon,0
Trawl,15,NA,NA,NA,NA,NA,NA,Black,0,Soft Plastic,0
Trawl,15,NA,NA,NA,NA,NA,NA,Green,0,Other,2
Trawl,15,NA,NA,NA,NA,NA,NA,Green,0,Hard Plastic,0
Trawl,15,NA,NA,NA,NA,NA,NA,Green,0,Fishing,0
Trawl,15,NA,NA,NA,NA,NA,NA,Green,0,Balloon,0
Trawl,15,NA,NA,NA,NA,NA,NA,Green,0,Soft Plastic,0
Trawl,15,NA,NA,NA,NA,NA,NA,Blue,0,Other,2
Trawl,15,NA,NA,NA,NA,NA,NA,Blue,0,Hard Plastic,0
Trawl,15,NA,NA,NA,NA,NA,NA,Blue,0,Fishing,0
Trawl,15,NA,NA,NA,NA,NA,NA,Blue,0,Balloon,0
Trawl,15,NA,NA,NA,NA,NA,NA,Blue,0,Soft Plastic,0
Trawl,15,NA,NA,NA,NA,NA,NA,Yellow,0,Other,2
Trawl,15,NA,NA,NA,NA,NA,NA,Yellow,0,Hard Plastic,0
Trawl,15,NA,NA,NA,NA,NA,NA,Yellow,0,Fishing,0
Trawl,15,NA,NA,NA,NA,NA,NA,Yellow,0,Balloon,0
Trawl,15,NA,NA,NA,NA,NA,NA,Yellow,0,Soft Plastic,0
Trawl,15,NA,NA,NA,NA,NA,NA,Red,0,Other,2
Trawl,15,NA,NA,NA,NA,NA,NA,Red,0,Hard Plastic,0
Trawl,15,NA,NA,NA,NA,NA,NA,Red,0,Fishing,0
Trawl,15,NA,NA,NA,NA,NA,NA,Red,0,Balloon,0
Trawl,15,NA,NA,NA,NA,NA,NA,Red,0,Soft Plastic,0
Trawl,16,NA,NA,NA,NA,NA,NA,Orange,0,Balloon,0
Trawl,16,NA,NA,NA,NA,NA,NA,Orange,0,Other,4
Trawl,16,NA,NA,NA,NA,NA,NA,Orange,0,Fishing,0
Trawl,16,NA,NA,NA,NA,NA,NA,Orange,0,Soft Plastic,1
Trawl,16,NA,NA,NA,NA,NA,NA,Orange,0,Hard Plastic,1
Trawl,16,NA,NA,NA,NA,NA,NA,Grey,0,Balloon,0
Trawl,16,NA,NA,NA,NA,NA,NA,Grey,0,Other,4
Trawl,16,NA,NA,NA,NA,NA,NA,Grey,0,Fishing,0
Trawl,16,NA,NA,NA,NA,NA,NA,Grey,0,Soft Plastic,1
Trawl,16,NA,NA,NA,NA,NA,NA,Grey,0,Hard Plastic,1
Trawl,16,NA,NA,NA,NA,NA,NA,Clear,0,Balloon,0
Trawl,16,NA,NA,NA,NA,NA,NA,Clear,0,Other,4
Trawl,16,NA,NA,NA,NA,NA,NA,Clear,0,Fishing,0
Trawl,16,NA,NA,NA,NA,NA,NA,Clear,0,Soft Plastic,1
Trawl,16,NA,NA,NA,NA,NA,NA,Clear,0,Hard Plastic,1
Trawl,16,NA,NA,NA,NA,NA,NA,White,4,Balloon,0
Trawl,16,NA,NA,NA,NA,NA,NA,White,4,Other,4
Trawl,16,NA,NA,NA,NA,NA,NA,White,4,Fishing,0
Trawl,16,NA,NA,NA,NA,NA,NA,White,4,Soft Plastic,1
Trawl,16,NA,NA,NA,NA,NA,NA,White,4,Hard Plastic,1
Trawl,16,NA,NA,NA,NA,NA,NA,Black,1,Balloon,0
Trawl,16,NA,NA,NA,NA,NA,NA,Black,1,Other,4
Trawl,16,NA,NA,NA,NA,NA,NA,Black,1,Fishing,0
Trawl,16,NA,NA,NA,NA,NA,NA,Black,1,Soft Plastic,1
Trawl,16,NA,NA,NA,NA,NA,NA,Black,1,Hard Plastic,1
Trawl,16,NA,NA,NA,NA,NA,NA,Red,0,Balloon,0
Trawl,16,NA,NA,NA,NA,NA,NA,Red,0,Other,4
Trawl,16,NA,NA,NA,NA,NA,NA,Red,0,Fishing,0
Trawl,16,NA,NA,NA,NA,NA,NA,Red,0,Soft Plastic,1
Trawl,16,NA,NA,NA,NA,NA,NA,Red,0,Hard Plastic,1
Trawl,16,NA,NA,NA,NA,NA,NA,Green,0,Balloon,0
Trawl,16,NA,NA,NA,NA,NA,NA,Green,0,Other,4
Trawl,16,NA,NA,NA,NA,NA,NA,Green,0,Fishing,0
Trawl,16,NA,NA,NA,NA,NA,NA,Green,0,Soft Plastic,1
Trawl,16,NA,NA,NA,NA,NA,NA,Green,0,Hard Plastic,1
Trawl,16,NA,NA,NA,NA,NA,NA,Brown,0,Balloon,0
Trawl,16,NA,NA,NA,NA,NA,NA,Brown,0,Other,4
Trawl,16,NA,NA,NA,NA,NA,NA,Brown,0,Fishing,0
Trawl,16,NA,NA,NA,NA,NA,NA,Brown,0,Soft Plastic,1
Trawl,16,NA,NA,NA,NA,NA,NA,Brown,0,Hard Plastic,1
Trawl,16,NA,NA,NA,NA,NA,NA,Yellow,0,Balloon,0
Trawl,16,NA,NA,NA,NA,NA,NA,Yellow,0,Other,4
Trawl,16,NA,NA,NA,NA,NA,NA,Yellow,0,Fishing,0
Trawl,16,NA,NA,NA,NA,NA,NA,Yellow,0,Soft Plastic,1
Trawl,16,NA,NA,NA,NA,NA,NA,Yellow,0,Hard Plastic,1
Trawl,16,NA,NA,NA,NA,NA,NA,Blue,0,Balloon,0
Trawl,16,NA,NA,NA,NA,NA,NA,Blue,0,Other,4
Trawl,16,NA,NA,NA,NA,NA,NA,Blue,0,Fishing,0
Trawl,16,NA,NA,NA,NA,NA,NA,Blue,0,Soft Plastic,1
Trawl,16,NA,NA,NA,NA,NA,NA,Blue,0,Hard Plastic,1
Trawl,17,NA,NA,NA,NA,NA,NA,Orange,0,Balloon,0
Trawl,17,NA,NA,NA,NA,NA,NA,Orange,0,Fishing,0
Trawl,17,NA,NA,NA,NA,NA,NA,Orange,0,Soft Plastic,4
Trawl,17,NA,NA,NA,NA,NA,NA,Orange,0,Other,0
Trawl,17,NA,NA,NA,NA,NA,NA,Orange,0,Hard Plastic,0
Trawl,17,NA,NA,NA,NA,NA,NA,Grey,0,Balloon,0
Trawl,17,NA,NA,NA,NA,NA,NA,Grey,0,Fishing,0
Trawl,17,NA,NA,NA,NA,NA,NA,Grey,0,Soft Plastic,4
Trawl,17,NA,NA,NA,NA,NA,NA,Grey,0,Other,0
Trawl,17,NA,NA,NA,NA,NA,NA,Grey,0,Hard Plastic,0
Trawl,17,NA,NA,NA,NA,NA,NA,White,4,Balloon,0
Trawl,17,NA,NA,NA,NA,NA,NA,White,4,Fishing,0
Trawl,17,NA,NA,NA,NA,NA,NA,White,4,Soft Plastic,4
Trawl,17,NA,NA,NA,NA,NA,NA,White,4,Other,0
Trawl,17,NA,NA,NA,NA,NA,NA,White,4,Hard Plastic,0
Trawl,17,NA,NA,NA,NA,NA,NA,Black,0,Balloon,0
Trawl,17,NA,NA,NA,NA,NA,NA,Black,0,Fishing,0
Trawl,17,NA,NA,NA,NA,NA,NA,Black,0,Soft Plastic,4
Trawl,17,NA,NA,NA,NA,NA,NA,Black,0,Other,0
Trawl,17,NA,NA,NA,NA,NA,NA,Black,0,Hard Plastic,0
Trawl,17,NA,NA,NA,NA,NA,NA,Red,0,Balloon,0
Trawl,17,NA,NA,NA,NA,NA,NA,Red,0,Fishing,0
Trawl,17,NA,NA,NA,NA,NA,NA,Red,0,Soft Plastic,4
Trawl,17,NA,NA,NA,NA,NA,NA,Red,0,Other,0
Trawl,17,NA,NA,NA,NA,NA,NA,Red,0,Hard Plastic,0
Trawl,17,NA,NA,NA,NA,NA,NA,Clear,0,Balloon,0
Trawl,17,NA,NA,NA,NA,NA,NA,Clear,0,Fishing,0
Trawl,17,NA,NA,NA,NA,NA,NA,Clear,0,Soft Plastic,4
Trawl,17,NA,NA,NA,NA,NA,NA,Clear,0,Other,0
Trawl,17,NA,NA,NA,NA,NA,NA,Clear,0,Hard Plastic,0
Trawl,17,NA,NA,NA,NA,NA,NA,Brown,0,Balloon,0
Trawl,17,NA,NA,NA,NA,NA,NA,Brown,0,Fishing,0
Trawl,17,NA,NA,NA,NA,NA,NA,Brown,0,Soft Plastic,4
Trawl,17,NA,NA,NA,NA,NA,NA,Brown,0,Other,0
Trawl,17,NA,NA,NA,NA,NA,NA,Brown,0,Hard Plastic,0
Trawl,17,NA,NA,NA,NA,NA,NA,Yellow,0,Balloon,0
Trawl,17,NA,NA,NA,NA,NA,NA,Yellow,0,Fishing,0
Trawl,17,NA,NA,NA,NA,NA,NA,Yellow,0,Soft Plastic,4
Trawl,17,NA,NA,NA,NA,NA,NA,Yellow,0,Other,0
Trawl,17,NA,NA,NA,NA,NA,NA,Yellow,0,Hard Plastic,0
Trawl,17,NA,NA,NA,NA,NA,NA,Green,0,Balloon,0
Trawl,17,NA,NA,NA,NA,NA,NA,Green,0,Fishing,0
Trawl,17,NA,NA,NA,NA,NA,NA,Green,0,Soft Plastic,4
Trawl,17,NA,NA,NA,NA,NA,NA,Green,0,Other,0
Trawl,17,NA,NA,NA,NA,NA,NA,Green,0,Hard Plastic,0
Trawl,17,NA,NA,NA,NA,NA,NA,Blue,0,Balloon,0
Trawl,17,NA,NA,NA,NA,NA,NA,Blue,0,Fishing,0
Trawl,17,NA,NA,NA,NA,NA,NA,Blue,0,Soft Plastic,4
Trawl,17,NA,NA,NA,NA,NA,NA,Blue,0,Other,0
Trawl,17,NA,NA,NA,NA,NA,NA,Blue,0,Hard Plastic,0
Trawl,18,NA,NA,NA,NA,NA,NA,Orange,0,Fishing,0
Trawl,18,NA,NA,NA,NA,NA,NA,Orange,0,Hard Plastic,0
Trawl,18,NA,NA,NA,NA,NA,NA,Orange,0,Balloon,0
Trawl,18,NA,NA,NA,NA,NA,NA,Orange,0,Other,0
Trawl,18,NA,NA,NA,NA,NA,NA,Orange,0,Soft Plastic,2
Trawl,18,NA,NA,NA,NA,NA,NA,White,0,Fishing,0
Trawl,18,NA,NA,NA,NA,NA,NA,White,0,Hard Plastic,0
Trawl,18,NA,NA,NA,NA,NA,NA,White,0,Balloon,0
Trawl,18,NA,NA,NA,NA,NA,NA,White,0,Other,0
Trawl,18,NA,NA,NA,NA,NA,NA,White,0,Soft Plastic,2
Trawl,18,NA,NA,NA,NA,NA,NA,Black,0,Fishing,0
Trawl,18,NA,NA,NA,NA,NA,NA,Black,0,Hard Plastic,0
Trawl,18,NA,NA,NA,NA,NA,NA,Black,0,Balloon,0
Trawl,18,NA,NA,NA,NA,NA,NA,Black,0,Other,0
Trawl,18,NA,NA,NA,NA,NA,NA,Black,0,Soft Plastic,2
Trawl,18,NA,NA,NA,NA,NA,NA,Grey,0,Fishing,0
Trawl,18,NA,NA,NA,NA,NA,NA,Grey,0,Hard Plastic,0
Trawl,18,NA,NA,NA,NA,NA,NA,Grey,0,Balloon,0
Trawl,18,NA,NA,NA,NA,NA,NA,Grey,0,Other,0
Trawl,18,NA,NA,NA,NA,NA,NA,Grey,0,Soft Plastic,2
Trawl,18,NA,NA,NA,NA,NA,NA,Clear,0,Fishing,0
Trawl,18,NA,NA,NA,NA,NA,NA,Clear,0,Hard Plastic,0
Trawl,18,NA,NA,NA,NA,NA,NA,Clear,0,Balloon,0
Trawl,18,NA,NA,NA,NA,NA,NA,Clear,0,Other,0
Trawl,18,NA,NA,NA,NA,NA,NA,Clear,0,Soft Plastic,2
Trawl,18,NA,NA,NA,NA,NA,NA,Brown,0,Fishing,0
Trawl,18,NA,NA,NA,NA,NA,NA,Brown,0,Hard Plastic,0
Trawl,18,NA,NA,NA,NA,NA,NA,Brown,0,Balloon,0
Trawl,18,NA,NA,NA,NA,NA,NA,Brown,0,Other,0
Trawl,18,NA,NA,NA,NA,NA,NA,Brown,0,Soft Plastic,2
Trawl,18,NA,NA,NA,NA,NA,NA,Yellow,0,Fishing,0
Trawl,18,NA,NA,NA,NA,NA,NA,Yellow,0,Hard Plastic,0
Trawl,18,NA,NA,NA,NA,NA,NA,Yellow,0,Balloon,0
Trawl,18,NA,NA,NA,NA,NA,NA,Yellow,0,Other,0
Trawl,18,NA,NA,NA,NA,NA,NA,Yellow,0,Soft Plastic,2
Trawl,18,NA,NA,NA,NA,NA,NA,Red,2,Fishing,0
Trawl,18,NA,NA,NA,NA,NA,NA,Red,2,Hard Plastic,0
Trawl,18,NA,NA,NA,NA,NA,NA,Red,2,Balloon,0
Trawl,18,NA,NA,NA,NA,NA,NA,Red,2,Other,0
Trawl,18,NA,NA,NA,NA,NA,NA,Red,2,Soft Plastic,2
Trawl,18,NA,NA,NA,NA,NA,NA,Green,0,Fishing,0
Trawl,18,NA,NA,NA,NA,NA,NA,Green,0,Hard Plastic,0
Trawl,18,NA,NA,NA,NA,NA,NA,Green,0,Balloon,0
Trawl,18,NA,NA,NA,NA,NA,NA,Green,0,Other,0
Trawl,18,NA,NA,NA,NA,NA,NA,Green,0,Soft Plastic,2
Trawl,18,NA,NA,NA,NA,NA,NA,Blue,0,Fishing,0
Trawl,18,NA,NA,NA,NA,NA,NA,Blue,0,Hard Plastic,0
Trawl,18,NA,NA,NA,NA,NA,NA,Blue,0,Balloon,0
Trawl,18,NA,NA,NA,NA,NA,NA,Blue,0,Other,0
Trawl,18,NA,NA,NA,NA,NA,NA,Blue,0,Soft Plastic,2
Trawl,19,NA,NA,NA,NA,NA,NA,White,22,Fishing,0
Trawl,19,NA,NA,NA,NA,NA,NA,White,22,Other,0
Trawl,19,NA,NA,NA,NA,NA,NA,White,22,Hard Plastic,35
Trawl,19,NA,NA,NA,NA,NA,NA,White,22,Balloon,0
Trawl,19,NA,NA,NA,NA,NA,NA,White,22,Soft Plastic,7
Trawl,19,NA,NA,NA,NA,NA,NA,Orange,0,Fishing,0
Trawl,19,NA,NA,NA,NA,NA,NA,Orange,0,Other,0
Trawl,19,NA,NA,NA,NA,NA,NA,Orange,0,Hard Plastic,35
Trawl,19,NA,NA,NA,NA,NA,NA,Orange,0,Balloon,0
Trawl,19,NA,NA,NA,NA,NA,NA,Orange,0,Soft Plastic,7
Trawl,19,NA,NA,NA,NA,NA,NA,Grey,1,Fishing,0
Trawl,19,NA,NA,NA,NA,NA,NA,Grey,1,Other,0
Trawl,19,NA,NA,NA,NA,NA,NA,Grey,1,Hard Plastic,35
Trawl,19,NA,NA,NA,NA,NA,NA,Grey,1,Balloon,0
Trawl,19,NA,NA,NA,NA,NA,NA,Grey,1,Soft Plastic,7
Trawl,19,NA,NA,NA,NA,NA,NA,Clear,11,Fishing,0
Trawl,19,NA,NA,NA,NA,NA,NA,Clear,11,Other,0
Trawl,19,NA,NA,NA,NA,NA,NA,Clear,11,Hard Plastic,35
Trawl,19,NA,NA,NA,NA,NA,NA,Clear,11,Balloon,0
Trawl,19,NA,NA,NA,NA,NA,NA,Clear,11,Soft Plastic,7
Trawl,19,NA,NA,NA,NA,NA,NA,Brown,0,Fishing,0
Trawl,19,NA,NA,NA,NA,NA,NA,Brown,0,Other,0
Trawl,19,NA,NA,NA,NA,NA,NA,Brown,0,Hard Plastic,35
Trawl,19,NA,NA,NA,NA,NA,NA,Brown,0,Balloon,0
Trawl,19,NA,NA,NA,NA,NA,NA,Brown,0,Soft Plastic,7
Trawl,19,NA,NA,NA,NA,NA,NA,Black,0,Fishing,0
Trawl,19,NA,NA,NA,NA,NA,NA,Black,0,Other,0
Trawl,19,NA,NA,NA,NA,NA,NA,Black,0,Hard Plastic,35
Trawl,19,NA,NA,NA,NA,NA,NA,Black,0,Balloon,0
Trawl,19,NA,NA,NA,NA,NA,NA,Black,0,Soft Plastic,7
Trawl,19,NA,NA,NA,NA,NA,NA,Red,1,Fishing,0
Trawl,19,NA,NA,NA,NA,NA,NA,Red,1,Other,0
Trawl,19,NA,NA,NA,NA,NA,NA,Red,1,Hard Plastic,35
Trawl,19,NA,NA,NA,NA,NA,NA,Red,1,Balloon,0
Trawl,19,NA,NA,NA,NA,NA,NA,Red,1,Soft Plastic,7
Trawl,19,NA,NA,NA,NA,NA,NA,Green,0,Fishing,0
Trawl,19,NA,NA,NA,NA,NA,NA,Green,0,Other,0
Trawl,19,NA,NA,NA,NA,NA,NA,Green,0,Hard Plastic,35
Trawl,19,NA,NA,NA,NA,NA,NA,Green,0,Balloon,0
Trawl,19,NA,NA,NA,NA,NA,NA,Green,0,Soft Plastic,7
Trawl,19,NA,NA,NA,NA,NA,NA,Blue,7,Fishing,0
Trawl,19,NA,NA,NA,NA,NA,NA,Blue,7,Other,0
Trawl,19,NA,NA,NA,NA,NA,NA,Blue,7,Hard Plastic,35
Trawl,19,NA,NA,NA,NA,NA,NA,Blue,7,Balloon,0
Trawl,19,NA,NA,NA,NA,NA,NA,Blue,7,Soft Plastic,7
Trawl,19,NA,NA,NA,NA,NA,NA,Yellow,0,Fishing,0
Trawl,19,NA,NA,NA,NA,NA,NA,Yellow,0,Other,0
Trawl,19,NA,NA,NA,NA,NA,NA,Yellow,0,Hard Plastic,35
Trawl,19,NA,NA,NA,NA,NA,NA,Yellow,0,Balloon,0
Trawl,19,NA,NA,NA,NA,NA,NA,Yellow,0,Soft Plastic,7
Trawl,2,NA,NA,NA,NA,NA,NA,Black,1,Hard Plastic,2
Trawl,2,NA,NA,NA,NA,NA,NA,Black,1,Fishing,0
Trawl,2,NA,NA,NA,NA,NA,NA,Black,1,Soft Plastic,2
Trawl,2,NA,NA,NA,NA,NA,NA,Black,1,Other,2
Trawl,2,NA,NA,NA,NA,NA,NA,Black,1,Balloon,0
Trawl,2,NA,NA,NA,NA,NA,NA,Orange,0,Hard Plastic,2
Trawl,2,NA,NA,NA,NA,NA,NA,Orange,0,Fishing,0
Trawl,2,NA,NA,NA,NA,NA,NA,Orange,0,Soft Plastic,2
Trawl,2,NA,NA,NA,NA,NA,NA,Orange,0,Other,2
Trawl,2,NA,NA,NA,NA,NA,NA,Orange,0,Balloon,0
Trawl,2,NA,NA,NA,NA,NA,NA,White,2,Hard Plastic,2
Trawl,2,NA,NA,NA,NA,NA,NA,White,2,Fishing,0
Trawl,2,NA,NA,NA,NA,NA,NA,White,2,Soft Plastic,2
Trawl,2,NA,NA,NA,NA,NA,NA,White,2,Other,2
Trawl,2,NA,NA,NA,NA,NA,NA,White,2,Balloon,0
Trawl,2,NA,NA,NA,NA,NA,NA,Red,0,Hard Plastic,2
Trawl,2,NA,NA,NA,NA,NA,NA,Red,0,Fishing,0
Trawl,2,NA,NA,NA,NA,NA,NA,Red,0,Soft Plastic,2
Trawl,2,NA,NA,NA,NA,NA,NA,Red,0,Other,2
Trawl,2,NA,NA,NA,NA,NA,NA,Red,0,Balloon,0
Trawl,2,NA,NA,NA,NA,NA,NA,Brown,0,Hard Plastic,2
Trawl,2,NA,NA,NA,NA,NA,NA,Brown,0,Fishing,0
Trawl,2,NA,NA,NA,NA,NA,NA,Brown,0,Soft Plastic,2
Trawl,2,NA,NA,NA,NA,NA,NA,Brown,0,Other,2
Trawl,2,NA,NA,NA,NA,NA,NA,Brown,0,Balloon,0
Trawl,2,NA,NA,NA,NA,NA,NA,Green,1,Hard Plastic,2
Trawl,2,NA,NA,NA,NA,NA,NA,Green,1,Fishing,0
Trawl,2,NA,NA,NA,NA,NA,NA,Green,1,Soft Plastic,2
Trawl,2,NA,NA,NA,NA,NA,NA,Green,1,Other,2
Trawl,2,NA,NA,NA,NA,NA,NA,Green,1,Balloon,0
Trawl,2,NA,NA,NA,NA,NA,NA,Blue,1,Hard Plastic,2
Trawl,2,NA,NA,NA,NA,NA,NA,Blue,1,Fishing,0
Trawl,2,NA,NA,NA,NA,NA,NA,Blue,1,Soft Plastic,2
Trawl,2,NA,NA,NA,NA,NA,NA,Blue,1,Other,2
Trawl,2,NA,NA,NA,NA,NA,NA,Blue,1,Balloon,0
Trawl,2,NA,NA,NA,NA,NA,NA,Grey,0,Hard Plastic,2
Trawl,2,NA,NA,NA,NA,NA,NA,Grey,0,Fishing,0
Trawl,2,NA,NA,NA,NA,NA,NA,Grey,0,Soft Plastic,2
Trawl,2,NA,NA,NA,NA,NA,NA,Grey,0,Other,2
Trawl,2,NA,NA,NA,NA,NA,NA,Grey,0,Balloon,0
Trawl,2,NA,NA,NA,NA,NA,NA,Yellow,0,Hard Plastic,2
Trawl,2,NA,NA,NA,NA,NA,NA,Yellow,0,Fishing,0
Trawl,2,NA,NA,NA,NA,NA,NA,Yellow,0,Soft Plastic,2
Trawl,2,NA,NA,NA,NA,NA,NA,Yellow,0,Other,2
Trawl,2,NA,NA,NA,NA,NA,NA,Yellow,0,Balloon,0
Trawl,2,NA,NA,NA,NA,NA,NA,Clear,1,Hard Plastic,2
Trawl,2,NA,NA,NA,NA,NA,NA,Clear,1,Fishing,0
Trawl,2,NA,NA,NA,NA,NA,NA,Clear,1,Soft Plastic,2
Trawl,2,NA,NA,NA,NA,NA,NA,Clear,1,Other,2
Trawl,2,NA,NA,NA,NA,NA,NA,Clear,1,Balloon,0
Trawl,20,NA,NA,NA,NA,NA,NA,Orange,0,Balloon,0
Trawl,20,NA,NA,NA,NA,NA,NA,Orange,0,Other,0
Trawl,20,NA,NA,NA,NA,NA,NA,Orange,0,Fishing,0
Trawl,20,NA,NA,NA,NA,NA,NA,Orange,0,Soft Plastic,1
Trawl,20,NA,NA,NA,NA,NA,NA,Orange,0,Hard Plastic,0
Trawl,20,NA,NA,NA,NA,NA,NA,Grey,0,Balloon,0
Trawl,20,NA,NA,NA,NA,NA,NA,Grey,0,Other,0
Trawl,20,NA,NA,NA,NA,NA,NA,Grey,0,Fishing,0
Trawl,20,NA,NA,NA,NA,NA,NA,Grey,0,Soft Plastic,1
Trawl,20,NA,NA,NA,NA,NA,NA,Grey,0,Hard Plastic,0
Trawl,20,NA,NA,NA,NA,NA,NA,Clear,1,Balloon,0
Trawl,20,NA,NA,NA,NA,NA,NA,Clear,1,Other,0
Trawl,20,NA,NA,NA,NA,NA,NA,Clear,1,Fishing,0
